NLOS,RANGE,FP_IDX,FP_AMP1,FP_AMP2,FP_AMP3,CIR_PWR,STDEV_NOISE,MAX_NOISE,RXPACC
1,1.76,744,11749,9528,10882,11387,52,792,526
1,6.27,748,5326,10695,8902,2353,80,1210,1024
1,2.66,745,2523,4468,4146,1415,84,1258,1024
1,6.01,745,11483,16505,10428,11684,60,1007,397
0,1.06,751,10988,17630,15425,9095,52,1379,262
1,1.28,748,16992,18493,11516,17033,52,784,493
1,8.42,744,3680,7730,5419,8004,80,1191,1024
1,1.02,748,5036,9003,5853,8971,92,1396,444
1,3.23,745,8166,8248,6753,7913,64,966,923
0,1.2,745,12642,7720,6324,13607,68,1535,304
1,2.57,746,4278,1330,1381,6334,48,725,477
0,3.82,747,16020,16582,10686,8138,60,1422,272
0,1.87,749,12104,18203,14319,9505,40,879,333
1,7.15,742,8709,10502,6367,4288,88,1294,1024
0,4.83,747,14023,20435,16902,8422,40,957,342
0,4.06,747,2277,15384,16812,6731,80,1834,288
1,5.15,741,3509,4407,2477,1957,84,1247,1024
1,8.88,741,2650,6056,3930,7567,72,1089,1025
1,8.94,729,1708,1896,1248,4461,68,1033,1025
0,0.75,749,17575,19911,19217,11204,84,2147,297
0,3.11,750,15708,19685,11534,9346,92,1757,413
0,3.61,744,9616,9443,15313,12689,52,788,763
0,3.0,751,13213,18519,13844,10389,40,996,293
0,2.43,745,12760,18241,10487,12363,116,2732,298
0,7.27,745,12078,16930,11016,9510,80,1190,922
1,7.44,737,3992,4879,3545,9663,68,1022,1025
1,0.97,748,16333,15738,14999,10640,48,998,324
0,5.71,746,11023,13740,12328,9302,68,1016,661
0,2.12,746,12730,18956,15186,11120,96,2696,266
0,1.5,748,9915,1542,2096,11248,72,1846,289
0,2.59,743,11266,17953,12052,12407,48,1002,349
0,1.66,745,15124,8328,5166,9088,32,840,274
1,4.13,748,6086,8215,7537,4491,76,1153,1024
0,5.57,748,2004,7058,8799,15809,88,1430,483
1,8.42,747,293,7022,7351,5427,80,1201,1025
0,6.53,743,1028,7941,5685,8845,56,1394,267
1,2.4,746,8063,10685,12077,9584,68,1030,1024
0,4.37,744,1825,16846,17875,12663,76,1129,843
1,3.92,748,6383,5770,5476,8806,64,960,1024
1,5.95,735,1186,1822,1134,476,64,958,768
1,3.43,750,10675,16489,9883,6245,80,1225,547
0,2.3,745,10004,17566,18507,12546,72,1239,434
0,3.22,747,14085,20088,18180,12517,72,1233,494
0,1.13,747,18034,18568,13820,10239,76,2020,273
0,1.92,745,17438,2892,13353,10840,68,1735,274
1,0.96,747,11180,19747,14411,9069,40,730,433
0,1.46,746,3688,8538,5004,23262,80,1267,454
1,5.18,747,768,1429,1324,9240,48,872,433
1,7.85,744,7100,6256,4588,4553,68,1025,1025
0,7.35,744,17516,16553,11785,12618,56,842,735
0,2.06,749,11340,17099,16478,9937,72,1741,276
0,2.12,750,14953,18888,17348,12184,64,1651,282
0,3.24,749,7026,16862,14813,7123,52,1090,323
1,7.18,745,1987,1990,2073,13564,64,977,1024
0,2.11,746,7732,20560,19531,15009,104,2047,415
1,3.82,749,2530,3817,3174,1017,64,956,800
0,1.54,748,9569,17510,12823,7721,72,1861,268
1,9.79,731,1197,2749,3049,1973,84,1261,960
0,1.14,749,15033,16732,14102,11033,84,2059,267
1,7.09,749,10470,16451,13782,17799,60,890,705
0,0.73,748,10331,13648,12508,12335,72,1845,287
1,5.25,741,4870,5316,4052,1816,80,1190,1024
1,1.18,746,17820,18148,12249,21820,60,889,630
0,7.04,750,12194,1684,6277,18047,100,1525,573
0,0.84,747,2906,10492,7315,10267,64,1574,277
0,1.61,744,13896,17055,16642,10827,76,1969,259
1,3.69,745,4527,14243,15802,7846,68,1014,1024
1,1.38,750,10308,2658,3406,15676,60,889,605
1,3.11,747,7099,10127,8730,3409,72,1081,1024
1,7.91,745,13489,9764,6014,18953,64,952,752
0,0.8,746,17927,18060,13184,11407,76,1990,267
0,3.12,745,16749,15100,11409,18348,72,1063,836
0,4.7,751,7579,18840,17012,7422,48,764,489
1,4.98,739,3134,4436,4322,2599,88,1290,1024
1,3.14,747,2072,4143,3696,1018,76,1135,896
1,4.76,742,4967,6651,4673,906,76,1158,1024
1,1.42,746,11845,10589,17205,9166,92,1396,457
0,1.96,749,9607,19382,13585,9579,68,1822,286
1,2.09,749,13335,18930,11727,12835,68,1011,794
1,1.47,749,10867,8812,15971,14118,72,1071,859
1,3.45,737,3272,3312,2577,4315,84,1274,1024
1,6.59,746,14991,12914,11882,12195,224,3424,889
0,1.89,747,8418,3598,3071,16005,56,1121,390
1,3.16,745,6853,10691,9103,4935,72,1083,1024
1,3.7,746,7044,13538,17615,9786,80,1203,1024
0,1.3,745,17000,16904,10568,11020,56,1383,268
1,5.09,747,16122,12880,9964,7965,80,1189,1024
1,3.3,744,169,18481,15999,9665,48,727,598
1,5.04,743,906,1503,1631,1432,80,1186,1024
1,5.65,744,9462,12375,9175,9016,72,1076,1024
1,6.38,747,10635,15232,10483,14402,52,1026,390
0,2.68,751,4890,19549,19408,8860,44,1096,304
0,3.08,746,16937,16820,11073,6900,44,836,359
1,5.54,746,3683,3977,5772,3504,80,1196,1024
1,3.91,743,7313,10392,9653,10943,60,898,698
1,1.47,744,4277,6013,4454,10653,96,2294,312
0,1.38,745,6316,9676,14376,9591,36,653,377
1,5.11,749,6680,12328,17129,6230,132,2018,576
1,8.11,746,3381,6889,6294,12496,64,960,1025
0,1.88,747,65,4112,2800,11951,44,785,398
1,4.98,744,4300,7212,4667,1676,84,1253,1024
0,6.45,744,10059,19645,16993,11792,84,1948,345
1,6.39,743,836,4817,6762,14331,80,1190,1024
0,4.53,744,1029,15897,19228,7714,56,825,516
0,2.22,749,3640,16965,17579,8745,44,1105,276
1,3.48,746,7547,3494,3931,3991,76,1136,1024
1,5.24,745,440,792,571,10379,52,787,639
1,6.81,745,9190,10815,7644,12912,52,785,501
0,5.96,743,3959,3514,2084,17568,96,1438,624
1,2.0,733,528,2133,1771,1719,84,1269,1024
0,1.65,746,17688,18357,17325,12014,92,2452,270
1,3.93,745,1034,1690,1506,4043,72,1093,1024
1,4.55,746,9254,9169,9173,6261,76,1122,1024
1,6.72,749,4130,4155,2743,855,68,1008,800
1,1.28,746,15806,10055,7551,15190,60,1180,355
0,1.89,748,9441,18320,16444,9527,64,1702,267
1,3.77,746,3416,5878,7045,7681,72,1083,786
0,0.7,751,16761,6652,12210,11418,60,1600,281
1,6.31,738,1581,1264,1965,2431,84,1263,1024
1,11.24,732,376,682,1246,2061,76,1142,1025
0,2.8,751,7963,16739,19003,12292,68,1173,470
0,1.05,749,11275,4199,3611,11107,84,2143,272
0,4.68,749,17099,13645,16837,9931,36,648,375
1,2.78,745,3676,3922,2568,6645,68,1014,1024
1,8.7,737,580,1051,1147,4081,68,1029,1025
0,4.18,741,4747,1259,912,10847,52,786,562
0,1.38,747,5589,18013,12820,10513,44,1057,295
0,5.62,743,8344,6739,5540,8892,84,1248,1024
1,1.5,750,7799,17480,11304,6316,40,845,334
0,0.9,751,9269,11435,10169,11752,72,1844,270
1,5.68,744,9400,1302,1990,4313,88,1297,1024
0,4.24,743,12909,12451,11220,10026,84,1248,1024
0,2.63,745,8343,11719,7692,9171,52,1236,267
1,2.76,748,5173,5601,3498,7617,52,771,480
1,3.36,739,3406,4746,2727,5621,84,1259,1024
1,6.37,750,15098,5279,14220,14612,108,1621,962
1,8.44,749,12068,4241,7808,9889,72,1082,1025
1,9.15,736,2362,2945,1920,4384,80,1185,1025
0,2.19,746,7752,17619,14253,10292,60,1380,319
1,5.99,747,4465,5008,5232,3673,104,1588,1024
0,4.23,743,9230,8643,11457,10066,72,1063,823
0,1.66,751,10110,17748,17584,13445,80,1889,288
1,6.33,738,2460,1354,2014,1510,76,1145,1024
1,3.49,746,5226,3780,2983,12525,72,1086,1024
0,3.02,751,10108,12473,14167,15505,60,896,727
0,5.56,746,5048,13152,9655,8742,80,1214,777
1,1.38,744,8413,18510,15665,12205,40,683,456
0,2.39,745,13505,5108,3992,9015,48,1237,278
1,5.52,748,6024,17300,14038,5241,88,1869,322
0,2.24,746,16992,17182,9781,10114,52,1343,263
0,1.38,749,16263,17893,13926,11812,64,1728,266
0,3.64,748,13251,16898,10816,6161,36,793,312
0,0.83,744,12868,18984,16033,10666,76,2020,275
0,0.78,748,16408,19161,15284,11676,64,1625,289
0,1.67,744,4966,5643,4184,9275,52,927,384
0,1.27,743,10214,18750,10481,17668,52,874,456
1,6.85,741,5827,4136,3067,15179,84,1256,1024
1,3.71,746,3246,8616,9708,17237,68,1028,1024
1,3.96,745,3513,4734,3605,2293,72,1096,1024
0,1.1,743,13925,19147,12322,13598,56,1373,310
0,0.65,745,17832,15242,8508,10532,60,1530,266
1,3.04,748,2333,9603,8740,3389,72,1084,1024
0,1.02,747,10164,15370,14727,21386,68,1021,450
0,5.53,748,8280,18068,18086,9898,64,980,549
1,8.58,737,1027,1300,1379,3105,72,1078,1025
0,1.03,746,18736,19233,17734,10614,44,1132,287
1,2.87,736,1467,1243,965,2440,80,1193,1024
1,4.73,749,7698,18790,17228,8942,72,1071,902
0,5.49,745,4130,16683,17980,7297,48,728,602
0,0.68,746,17848,17890,12878,11073,68,1800,265
1,2.99,745,4274,13589,17471,6962,40,793,349
0,5.11,750,5197,5737,3689,9662,76,1532,336
0,2.37,749,9095,5316,9011,9692,44,701,437
1,1.88,742,2049,1522,1155,3201,68,1017,1024
0,2.59,750,3014,15524,16823,8344,80,1844,295
0,2.3,746,12286,19836,16829,8934,48,1305,289
0,1.39,748,9567,17773,16830,13603,76,1788,295
1,2.39,745,5638,3315,2393,2202,72,1094,1024
0,5.54,748,1147,6892,5866,11185,40,887,315
0,1.96,746,9403,12068,7439,9646,44,824,346
1,3.85,742,5912,5971,3782,4598,76,1138,1024
1,5.78,748,13343,16288,9957,27763,64,967,723
1,3.48,740,1015,2807,3104,5417,72,1085,1024
1,6.16,744,15615,17384,11691,9446,172,2686,734
0,2.12,748,6761,19559,15616,12960,44,917,378
0,5.93,746,7403,13819,10198,12082,88,1776,349
0,4.47,749,3839,17530,15367,8509,52,1343,266
1,0.9,747,13036,17254,16665,8661,44,1131,262
0,1.36,747,12975,18617,14608,10767,48,1156,314
1,5.81,740,339,3064,2030,2920,80,1187,1024
1,7.33,742,3126,2513,1824,738,72,1071,960
1,9.14,741,2088,1478,1618,4722,84,1248,1025
1,6.21,743,961,1524,1192,5581,60,902,819
0,0.47,745,16953,16904,14409,10718,40,991,268
1,3.45,737,952,2478,2092,5731,88,1321,1024
0,4.78,751,4992,13364,16909,5449,40,844,315
0,2.77,747,7957,20157,16896,10778,40,844,392
1,2.34,743,1426,8153,6122,15428,52,773,570
0,3.41,751,11332,16759,15143,12627,48,726,497
1,6.58,748,12432,16951,12025,9246,64,1536,275
0,1.65,750,83,17784,13904,13429,48,866,407
1,2.94,749,15052,16937,10062,5935,36,759,319
0,4.92,744,16519,12805,12092,14974,68,1013,594
1,3.35,743,7107,2112,1974,6723,72,1086,1024
0,1.83,747,18177,14762,12649,17856,60,903,545
0,0.57,746,12339,19751,18597,14155,128,3150,307
0,1.76,743,3242,12002,6668,14583,52,825,448
0,1.81,747,14518,13715,11300,19093,112,2009,394
1,10.19,733,1105,2705,2328,2122,76,1143,992
1,4.22,745,6496,11113,7687,6619,84,1248,1024
1,6.29,742,3126,2646,1711,2430,84,1244,1024
0,2.04,751,13626,16670,14571,11124,60,1448,274
1,6.68,746,1549,6309,6572,2516,244,3792,1025
1,5.02,744,5922,6505,4621,1988,68,1023,1024
1,5.85,745,5329,6675,7736,4243,80,1194,1024
0,0.57,746,7904,19003,15490,11349,104,2613,291
0,1.76,745,12241,19265,15789,10659,52,1392,285
1,2.11,748,4198,2141,1312,11337,44,1006,354
1,10.08,731,1766,1732,1226,786,72,1073,800
0,1.37,748,6774,16817,10971,11382,36,790,339
0,3.96,749,13895,20530,13330,18887,120,2277,431
1,7.8,738,1016,2027,2017,361,100,1507,768
1,5.77,743,5550,7739,6090,3644,80,1180,1024
1,2.81,744,13754,13703,10598,14241,64,958,855
0,0.63,747,3823,4783,3448,10063,100,2668,265
1,2.78,741,3606,2691,1961,4810,76,1147,1024
0,3.61,747,12833,16595,10476,6376,36,622,409
0,3.86,748,4579,16367,16760,12097,84,1371,415
1,5.9,744,6217,16902,19802,19622,56,830,559
1,3.45,743,8720,17000,12599,7578,44,664,576
1,9.04,739,557,2204,2057,6692,80,1200,1024
0,0.86,750,17968,20545,16480,11931,92,2455,300
0,3.64,749,6069,12477,7546,9909,72,1084,477
0,2.15,744,12625,18790,15319,10235,80,1930,318
1,7.34,746,9111,10871,9679,12918,68,1201,381
0,4.15,749,15814,19669,12267,8533,44,798,445
1,1.19,745,10168,13048,15108,11419,48,1009,396
1,7.47,751,14314,12201,10821,18670,56,956,471
0,2.86,748,5026,12124,8553,13826,52,774,575
0,1.12,750,7255,18979,16567,15631,56,1166,386
1,6.38,749,5127,8082,5999,2028,92,1376,1024
0,2.57,748,8317,5524,4115,7804,72,1536,327
0,2.2,746,8126,17993,13284,7975,60,1449,300
0,3.26,748,7188,4479,5911,13742,88,1346,444
0,6.05,747,17574,4982,4794,12741,52,1026,356
1,2.17,744,17350,10760,8607,8921,56,830,617
0,2.26,750,15103,18105,12230,10878,76,1533,362
0,4.23,748,6950,7864,12903,16419,92,1407,462
1,8.6,738,2526,3279,2781,5178,72,1087,1025
1,0.98,749,14221,16977,12266,7212,52,1288,269
1,9.31,743,5781,9878,9194,12160,76,1127,1025
0,1.96,743,17864,16217,10219,8281,32,833,273
0,1.94,744,12384,10062,8678,16873,72,1443,368
0,1.58,745,16638,17425,12113,13196,44,785,383
0,2.61,744,17822,17465,12441,10783,76,1917,272
0,0.17,747,15311,19095,18194,12440,108,2727,288
0,4.6,749,9337,11789,9897,12966,60,907,730
0,0.08,750,17924,17131,9361,10653,68,1716,267
1,3.38,739,2417,1937,1576,4659,76,1143,1024
0,1.09,748,4018,17626,13469,14196,60,1289,318
1,3.47,743,1245,3878,3920,9100,72,1080,1024
0,2.8,751,3502,14372,15228,13066,56,1101,371
0,0.89,747,16467,6415,5902,10596,40,1031,271
1,7.29,742,3367,3144,3405,7796,76,1145,1025
0,2.04,744,9700,16140,12585,11155,72,1851,262
0,3.28,745,9854,16984,14994,18632,56,952,448
0,4.87,747,15425,10120,5918,8762,60,895,767
1,7.73,748,8938,17795,14314,12473,80,1656,343
0,4.6,747,6223,8786,9988,10022,76,1131,543
0,2.7,750,7154,13296,12378,13697,72,1093,494
0,0.58,749,17910,16979,17013,12021,140,3686,263
0,2.69,743,16147,18280,12174,16473,56,832,486
1,8.82,740,2862,4854,3626,13615,76,1136,1025
0,1.31,746,11143,9762,7082,12469,92,2090,289
1,0.9,748,4062,16559,16069,9963,48,1061,338
0,6.53,751,10812,15705,16467,10197,48,769,447
1,5.07,746,6240,3676,2301,3693,76,1138,1024
0,1.81,745,4924,9391,12930,15196,88,1670,361
1,3.75,749,6905,7497,5070,2180,80,1191,1024
1,1.46,750,16744,15560,17048,11032,68,1256,390
1,6.25,748,366,6298,6857,3627,236,3633,1024
1,6.06,743,1212,4763,4296,1775,84,1270,1024
1,8.69,743,2502,3097,3193,2917,72,1070,993
0,1.8,749,12841,9315,6605,9945,44,1050,310
0,3.78,745,12073,17700,13574,6810,48,1151,293
1,1.89,741,2638,1503,1500,2477,76,1133,1024
0,4.94,744,18785,18215,12063,11068,64,953,733
0,2.87,746,17142,17187,12136,8133,48,1196,274
1,5.05,750,10021,16698,13347,6508,72,1073,963
0,4.73,747,8340,17080,18943,9957,64,950,588
0,0.89,747,18049,16514,12075,11465,128,3391,265
0,0.8,743,11503,4543,3890,13888,52,1038,344
0,0.52,744,7600,15918,9422,12103,64,1578,299
1,8.38,749,1152,6236,5906,853,212,3237,1024
1,8.78,743,1797,2856,2240,9309,72,1084,1024
0,0.13,744,17314,17824,15649,10829,76,1996,261
0,2.34,750,4189,16213,16497,10760,60,1376,288
0,5.98,747,16813,19756,12468,13582,76,1130,958
0,1.73,749,15589,17783,10554,11029,100,2586,271
1,6.44,744,2061,3458,4660,18482,80,1198,762
0,2.89,747,8945,2940,5301,12279,52,1141,342
1,9.83,739,1534,1411,1272,2538,76,1132,1024
0,1.04,747,8519,15196,16673,9669,64,1623,278
1,9.09,744,3204,3536,2413,12679,76,1129,1025
1,4.9,747,1965,4510,3569,499,80,1199,832
1,5.03,816,2751,2059,1325,2464,68,1038,1024
0,0.56,749,19943,18826,10332,12257,132,3334,297
1,3.84,751,145,16411,14304,10791,68,1018,957
1,5.25,744,4064,6686,5411,987,80,1181,1024
1,5.78,747,9663,7985,6967,5956,76,1133,1024
0,1.95,749,2855,18863,19290,10867,52,1237,314
0,0.79,746,18672,18472,14439,11184,92,2434,271
0,2.48,750,5446,11467,13922,11326,72,1569,298
1,1.96,735,808,1161,866,1514,76,1151,1024
1,7.52,751,327,11346,11765,3807,76,1129,1024
0,2.62,747,11916,17812,10515,15823,76,1590,338
1,4.87,749,2296,4917,5049,2829,80,1183,1024
1,1.05,748,1802,16220,19189,9641,40,923,327
0,4.81,747,6479,19162,18492,15921,68,1023,625
0,2.37,750,17109,18029,14802,9284,40,1081,264
1,8.45,738,2018,1659,1238,5541,76,1134,1024
1,6.29,749,73,19908,19175,23045,60,896,581
0,5.83,748,15832,19003,14640,10905,84,1255,626
0,3.23,750,10442,15194,11959,18576,56,838,637
0,4.72,749,6818,18345,14123,7572,40,887,329
1,1.74,751,13907,15955,19487,11384,124,1917,598
0,2.69,751,8915,18707,14914,14460,64,1134,405
1,2.65,743,2388,5000,4766,8057,44,874,373
1,7.04,750,5444,12011,8189,3820,80,1205,1024
0,3.3,750,17143,17674,12850,9653,44,746,434
1,1.58,750,3285,7094,4221,13335,48,762,516
0,3.74,745,16015,19199,17831,9484,64,959,591
0,2.95,744,12642,14821,15451,13876,52,769,501
0,0.77,747,19286,16251,11728,11424,80,1852,310
0,0.63,749,18631,17476,9662,10001,76,2000,265
1,5.02,739,1562,2652,1680,2404,88,1303,992
0,4.8,744,6166,14140,18521,7954,44,746,445
0,4.65,747,17700,13865,8494,14965,72,1059,692
0,2.26,747,11162,19242,13701,10643,68,1748,291
0,0.74,744,15985,9727,5766,11396,112,2984,282
1,2.82,744,3757,5221,3944,1157,60,900,1024
0,0.92,748,6654,17987,18680,11920,88,2326,277
0,0.58,750,17252,4924,6986,13544,92,2181,284
1,4.64,746,3358,5578,4134,2246,64,964,1024
0,1.23,746,17426,19111,16935,12147,100,2544,295
0,0.82,746,15651,2818,4954,7859,40,1040,262
1,5.57,734,4394,875,3132,6875,76,1127,1024
1,4.78,748,94,17665,8572,11672,72,1058,930
1,5.06,746,3788,3728,2548,3754,84,1252,1024
1,9.06,739,2362,3191,2649,3901,64,965,1024
0,5.2,751,8230,17877,17997,14727,88,1309,745
1,4.56,745,2798,13821,18955,6552,72,1081,525
1,5.22,747,1448,10307,9103,3225,80,1189,1024
0,2.5,747,12586,17195,12197,8072,44,1093,275
0,2.8,744,8448,5589,3607,9607,40,836,313
0,5.43,748,4674,14040,8697,7965,56,834,477
0,2.25,746,15867,17196,15428,8929,56,1443,261
1,8.55,744,2775,8078,8251,2123,72,1085,1024
0,4.8,746,5598,17648,16658,6722,44,752,435
1,4.3,749,3835,6512,5656,9478,64,959,852
0,1.45,744,5213,1097,4410,12130,56,1390,286
1,4.13,725,3019,6043,5928,1769,80,1190,1024
0,2.58,744,9154,15348,10213,15120,84,1778,352
0,2.67,748,2912,10165,8317,11817,56,1407,299
0,1.07,751,17569,16818,15873,11106,104,2760,260
1,10.07,741,1681,2065,2616,2730,68,1030,992
0,0.69,749,19817,18701,12236,12437,56,1491,291
0,1.54,751,15081,17307,13985,9670,104,2624,262
0,1.84,748,15369,13037,16293,11178,56,1504,285
0,2.45,747,4129,18285,16068,10954,40,845,355
0,6.64,745,3033,18472,17263,8105,52,868,433
1,6.89,743,10315,3563,3308,10916,64,1160,378
0,5.51,746,7311,17877,16299,9115,76,1605,336
0,1.12,749,10747,7019,5940,9677,64,1500,322
0,7.12,747,7819,12961,11368,6591,68,1037,1024
0,2.23,751,5732,17952,14781,8920,36,859,289
1,3.27,744,11354,653,1695,9044,64,963,807
0,1.61,750,16811,18349,16251,12145,48,1286,270
0,4.31,743,9418,19715,11508,10149,52,983,425
1,9.37,733,672,1294,1040,3698,84,1263,1024
1,9.47,734,812,1691,1129,2045,76,1149,1024
1,6.53,748,8041,16799,12260,13904,68,1020,538
0,5.35,748,11272,17063,15545,8935,56,840,625
0,1.11,746,11711,17954,15378,10971,76,2012,264
1,10.05,730,1859,1660,1163,1807,88,1304,1024
1,5.31,737,3728,4924,2847,2277,72,1074,1024
0,3.18,746,8645,15575,12840,17920,88,1792,403
0,3.92,749,12721,10871,11373,18067,88,1516,466
0,3.27,750,3584,14018,17720,12879,64,958,615
0,3.86,750,15037,19636,17381,11406,84,1610,409
0,0.8,744,19343,19642,15049,12664,80,2120,288
1,6.18,743,3958,7151,3833,1306,72,1085,1024
0,0.15,748,17345,17012,13752,9882,92,2336,263
0,3.91,746,15364,11580,8988,13793,64,955,715
1,6.51,744,4014,7947,6928,11943,60,896,585
0,3.48,751,6869,17134,16961,11363,72,1608,296
1,5.86,749,8344,3859,7704,16849,52,776,481
1,9.63,739,3335,1085,3206,9704,80,1185,1025
0,3.34,747,6246,6089,12311,16019,80,1197,731
1,5.48,742,8903,10153,6088,16435,52,783,709
0,2.8,744,5908,6288,4821,7090,76,1139,591
0,2.48,747,16775,17863,12536,12544,76,1976,268
1,9.24,749,8713,10509,6200,8262,80,1187,1025
0,2.32,745,6382,6549,7828,17059,60,1012,418
1,3.41,745,1620,3676,4766,2684,76,1155,1024
1,5.36,746,2829,7928,6899,2581,76,1154,1024
1,11.38,733,2419,1778,1402,2194,72,1071,1024
0,0.68,752,16930,14166,13145,11702,88,2144,267
1,8.49,741,4106,2324,1554,10718,72,1076,1024
1,6.93,745,4384,5921,4752,3903,72,1101,1024
1,4.15,742,4726,6891,4674,3810,76,1131,1024
1,4.87,741,9623,2913,3114,7387,76,1127,1024
1,2.1,750,2580,2670,3308,8615,40,956,311
1,3.59,747,4517,11012,6558,8724,88,1318,1024
1,2.71,747,8506,2443,2636,6238,68,1008,799
1,1.3,746,7708,5439,3007,7736,48,855,417
0,2.69,748,16443,18352,16380,9566,80,2140,270
0,0.29,750,3401,19474,17978,11822,84,2204,287
1,6.32,748,6785,3178,6045,4952,84,1244,1024
1,6.29,729,627,1368,1001,4051,76,1135,1025
1,5.98,743,733,3749,2456,2982,72,1082,1024
0,6.05,745,14749,20090,14799,7741,44,878,392
1,3.71,748,5844,6770,5130,5610,72,1077,1024
0,4.88,750,61,7186,15511,10173,64,963,665
1,9.27,737,627,1679,1582,1211,68,1015,833
0,6.54,747,4739,16831,14158,8316,48,719,488
0,3.04,751,4148,10452,13356,8896,80,1540,365
0,3.53,751,8626,10210,8495,20229,92,1377,524
0,1.97,744,19399,19510,11448,11861,76,1922,299
0,4.94,746,5980,2726,1719,9539,48,764,453
0,2.09,748,15845,7004,7082,8698,48,1006,343
1,5.04,746,3603,5879,3801,1811,84,1246,1024
0,4.47,746,2150,16497,18066,10749,56,889,463
1,1.95,743,4989,4419,5563,19210,48,717,565
1,2.55,745,7237,18182,14474,9217,60,902,727
1,3.12,749,11641,9154,6592,5298,68,1025,1024
0,2.32,744,15255,17206,12497,8826,60,1543,261
1,8.7,734,864,2842,4094,5206,80,1190,1024
0,1.81,751,7926,17823,16898,9783,60,1541,271
1,6.74,747,9090,6338,4731,7919,72,1076,1024
0,2.81,747,20052,9687,9009,12958,52,877,486
0,1.08,750,16816,17552,13126,12454,64,1506,286
0,0.7,746,16401,16892,11277,11079,144,3382,274
0,0.05,747,17420,18018,14356,10571,92,2425,266
1,1.28,750,10348,8264,6081,8113,132,2030,559
0,0.08,743,16936,16089,8955,10417,76,1937,263
0,0.83,750,11094,20205,18177,11449,68,1752,308
1,2.47,745,5043,11952,9954,7991,300,4608,1024
0,0.98,749,18635,19093,15564,11734,44,1128,296
0,4.56,746,3396,18552,17700,9575,40,795,368
1,2.96,746,9580,11824,7916,12877,44,658,483
1,8.49,745,1539,7233,8518,5676,76,1147,1025
1,4.77,749,13569,17839,10081,12456,100,1518,1024
1,3.12,743,4251,6936,4978,4432,68,1020,1024
1,6.38,742,7809,9848,6867,2490,68,1032,1024
1,8.4,743,6526,5285,3003,19024,64,969,953
0,1.49,749,8467,16942,9901,11191,84,1690,334
1,4.68,742,4269,6204,3969,4150,76,1141,1024
1,1.11,747,17733,16814,15239,11498,60,1536,270
0,0.39,744,11309,19119,18038,12408,128,3644,260
0,2.76,745,14389,6131,6093,12561,52,781,524
1,1.66,748,1117,2683,4347,7018,44,1017,292
0,0.86,747,4185,8258,10000,14031,124,2796,325
1,6.19,740,635,3604,3822,19661,60,907,800
1,1.71,747,9074,17237,11908,6787,68,1010,498
1,1.94,746,7579,16671,15031,9743,64,954,572
1,4.54,746,2845,1108,1359,3061,76,1139,1024
1,7.77,741,2362,3609,2438,7834,72,1078,1025
0,1.75,748,14409,17789,13924,10070,124,3121,269
0,1.03,751,4127,17894,13710,13429,112,2534,302
1,6.58,748,11446,14826,10042,18588,60,889,681
1,6.2,743,7021,5368,3950,6357,216,3332,871
1,2.26,743,1332,6267,6634,9480,288,4411,1024
0,1.16,749,5486,16139,17570,8757,36,901,282
0,2.99,746,2508,8358,8248,11304,52,1031,367
1,4.14,742,1996,4970,3312,4525,76,1129,1024
0,1.5,750,11625,18379,14500,9306,64,1650,284
1,2.04,744,3414,5809,5835,8840,72,1065,1024
0,1.12,747,5452,17033,11144,10222,40,925,304
1,4.65,747,7081,3473,3777,2253,84,1258,1024
1,7.04,743,8808,5872,4312,12812,104,2446,313
1,7.76,744,6355,11733,7180,10166,64,1223,376
1,6.66,739,1841,2435,2366,1149,72,1102,1024
1,7.03,744,5916,6724,4114,4567,72,1082,1024
0,6.52,750,7328,6781,8835,17295,112,1697,546
0,3.81,749,11522,18376,18177,11751,76,1301,426
1,3.4,742,5508,5314,3054,4656,76,1133,1024
1,7.51,746,901,1657,1620,1549,72,1070,1024
0,6.34,748,6422,19036,15081,6533,60,890,559
0,1.21,744,9802,17232,15676,10389,76,1948,263
1,1.43,749,15913,19835,14654,13933,44,716,499
1,9.83,733,2744,3286,2636,2340,84,1246,1025
1,8.63,749,10488,14741,17132,15349,72,1064,785
1,3.36,744,5215,8911,9413,4576,76,1139,1024
0,4.08,743,12306,8225,5788,10717,76,1131,921
0,1.17,749,13681,17015,13552,11631,112,2888,264
0,0.9,746,14244,13066,8141,10493,68,1734,272
0,4.05,748,7290,1264,3260,8688,48,1046,297
1,6.03,746,9073,958,1683,7594,60,1427,279
0,4.44,751,4223,12073,13872,10421,44,826,372
1,3.65,745,5786,5764,5147,2740,72,1080,1024
0,1.86,748,8085,20438,13270,14068,64,1341,390
0,3.82,750,7229,13362,13608,12444,80,1188,803
0,1.02,744,7076,14333,12586,12923,48,1092,332
0,1.5,750,18232,16824,14201,11615,48,1192,289
0,1.18,747,11031,9648,5411,12134,100,2288,300
1,1.07,745,11727,11826,8788,12541,52,770,450
0,1.08,750,17555,14960,13305,10086,76,1958,267
0,1.41,746,5796,13127,11869,11640,40,807,368
0,0.75,746,13577,4465,3815,12731,56,1443,267
0,1.64,746,4063,11862,8523,11295,64,1500,316
1,3.91,740,4832,5721,4593,17387,72,1084,1024
0,0.94,746,9603,6644,12007,14832,44,963,352
1,5.86,747,9689,17920,15177,12284,52,780,525
0,1.55,748,6420,16451,17547,24574,140,2389,423
1,1.7,750,5108,17155,15112,9370,48,861,377
0,3.2,748,8205,18229,15285,6178,44,927,338
