NLOS,RANGE,FP_IDX,FP_AMP1,FP_AMP2,CIR_PWR,MAX_NOISE,RXPACC
1.0,3.53,748.0,141.0,10426.0,7354.0,1199.0,1024.0
1.0,5.15,743.0,3311.0,3675.0,18256.0,1061.0,767.0
1.0,1.26,744.0,13810.0,16737.0,13782.0,604.0,547.0
1.0,2.81,749.0,7995.0,18768.0,12440.0,1016.0,817.0
1.0,9.09,749.0,7778.0,10400.0,8480.0,1081.0,1025.0
1.0,5.94,739.0,2233.0,3768.0,4278.0,1125.0,1024.0
0.0,1.9,748.0,14144.0,19952.0,10411.0,1232.0,300.0
0.0,2.88,745.0,4158.0,19876.0,10809.0,1697.0,383.0
1.0,3.44,742.0,4105.0,3708.0,5187.0,1136.0,1024.0
1.0,5.72,743.0,1947.0,7517.0,1842.0,1258.0,1024.0
1.0,1.39,746.0,8339.0,7901.0,10188.0,1177.0,881.0
0.0,0.55,745.0,10902.0,17529.0,13018.0,3054.0,266.0
0.0,1.98,751.0,18676.0,17513.0,11481.0,2543.0,284.0
1.0,0.94,745.0,19293.0,18829.0,11060.0,1439.0,289.0
1.0,4.52,744.0,4562.0,3611.0,2384.0,1085.0,1024.0
0.0,3.88,749.0,12731.0,18098.0,11365.0,958.0,356.0
0.0,1.03,746.0,15320.0,18879.0,11008.0,1780.0,294.0
0.0,1.63,749.0,18108.0,17625.0,8992.0,1491.0,267.0
1.0,2.23,745.0,1647.0,3158.0,10676.0,784.0,452.0
0.0,3.9,744.0,12221.0,14122.0,19385.0,893.0,477.0
0.0,2.96,748.0,9188.0,4671.0,15954.0,2160.0,342.0
0.0,1.27,748.0,5120.0,18824.0,12544.0,4023.0,301.0
0.0,3.47,744.0,11127.0,19393.0,7720.0,857.0,421.0
0.0,2.97,745.0,11497.0,9193.0,9577.0,1612.0,348.0
1.0,3.12,740.0,1018.0,2151.0,6491.0,1135.0,1024.0
1.0,3.84,736.0,3402.0,1002.0,3049.0,1083.0,1024.0
1.0,5.57,745.0,10436.0,4752.0,6089.0,968.0,803.0
0.0,1.77,749.0,8536.0,17816.0,16302.0,1994.0,339.0
0.0,3.26,748.0,210.0,16080.0,15576.0,1454.0,406.0
1.0,6.44,746.0,3487.0,3796.0,25316.0,1149.0,1024.0
0.0,1.45,745.0,17666.0,17849.0,9405.0,1728.0,265.0
1.0,2.73,745.0,1073.0,7257.0,7915.0,1184.0,1024.0
0.0,1.69,744.0,14333.0,16810.0,10647.0,1186.0,286.0
0.0,2.54,744.0,4369.0,16243.0,7065.0,710.0,432.0
0.0,2.18,750.0,10119.0,17589.0,15030.0,1989.0,368.0
0.0,4.81,744.0,11318.0,19252.0,9762.0,1523.0,439.0
0.0,1.84,747.0,7685.0,18928.0,9745.0,898.0,392.0
1.0,5.63,745.0,3553.0,3178.0,6511.0,1088.0,1024.0
0.0,2.06,743.0,5671.0,5449.0,7296.0,858.0,392.0
0.0,2.36,748.0,3335.0,12511.0,12416.0,750.0,449.0
0.0,4.64,745.0,5408.0,9693.0,14562.0,1540.0,421.0
1.0,2.77,750.0,4054.0,5532.0,5550.0,807.0,398.0
1.0,3.08,749.0,7241.0,9459.0,2857.0,1179.0,1024.0
1.0,2.42,745.0,7652.0,127.0,7679.0,832.0,396.0
1.0,6.2,747.0,4161.0,18088.0,12942.0,718.0,537.0
1.0,6.72,749.0,2964.0,10352.0,17405.0,1090.0,747.0
0.0,6.12,747.0,10351.0,17534.0,7027.0,1086.0,777.0
1.0,4.67,745.0,5743.0,1968.0,1260.0,1184.0,1024.0
1.0,4.68,742.0,6019.0,3571.0,3177.0,1142.0,1024.0
1.0,6.69,749.0,9477.0,6913.0,14640.0,960.0,695.0
0.0,0.14,750.0,18083.0,18007.0,11466.0,2605.0,268.0
0.0,3.9,750.0,11980.0,18280.0,9443.0,862.0,406.0
1.0,4.86,748.0,4007.0,4943.0,875.0,1078.0,992.0
1.0,6.56,738.0,1704.0,1898.0,2694.0,1363.0,1024.0
0.0,3.34,746.0,11062.0,14163.0,16625.0,1137.0,383.0
0.0,1.72,744.0,4902.0,14398.0,12256.0,1477.0,299.0
0.0,0.51,750.0,10666.0,18756.0,12191.0,2377.0,280.0
0.0,1.47,746.0,18432.0,17678.0,12237.0,1851.0,277.0
0.0,0.92,749.0,15669.0,17634.0,10270.0,1121.0,264.0
1.0,1.27,747.0,15565.0,18881.0,9644.0,758.0,363.0
1.0,3.08,737.0,881.0,1409.0,1490.0,1195.0,960.0
1.0,6.28,745.0,7403.0,4110.0,13054.0,898.0,557.0
1.0,2.59,747.0,11409.0,9678.0,10910.0,1077.0,954.0
0.0,4.74,746.0,7972.0,14541.0,7349.0,854.0,389.0
1.0,9.5,735.0,1367.0,2015.0,2167.0,1248.0,1024.0
1.0,5.59,748.0,8427.0,17496.0,6221.0,941.0,431.0
1.0,3.28,749.0,14199.0,18464.0,11660.0,841.0,566.0
1.0,2.33,744.0,4335.0,3791.0,3974.0,1247.0,1024.0
1.0,3.57,744.0,8666.0,8061.0,2890.0,1256.0,1024.0
0.0,5.07,744.0,9742.0,19029.0,8090.0,1010.0,539.0
1.0,4.71,749.0,13710.0,12831.0,8702.0,831.0,470.0
1.0,8.46,744.0,8739.0,3273.0,11227.0,889.0,483.0
0.0,3.01,750.0,4152.0,1935.0,10456.0,1724.0,302.0
1.0,1.3,749.0,4620.0,6772.0,6721.0,778.0,638.0
1.0,7.31,747.0,2687.0,10342.0,2947.0,1138.0,1024.0
0.0,2.45,742.0,5672.0,5535.0,10439.0,963.0,383.0
1.0,8.51,748.0,5820.0,7341.0,11721.0,1085.0,1025.0
0.0,1.93,746.0,14252.0,18197.0,7397.0,910.0,310.0
1.0,1.42,746.0,15962.0,7068.0,11610.0,761.0,388.0
0.0,3.75,748.0,3155.0,20014.0,13957.0,1363.0,486.0
0.0,0.5,748.0,17677.0,17829.0,9004.0,1436.0,266.0
0.0,2.8,747.0,7808.0,17047.0,16065.0,1768.0,425.0
0.0,2.62,745.0,9145.0,17886.0,9196.0,1702.0,279.0
1.0,4.4,739.0,3190.0,2237.0,2011.0,1090.0,1024.0
1.0,6.25,747.0,5889.0,12602.0,6171.0,2412.0,1024.0
1.0,4.65,746.0,4841.0,8565.0,20681.0,1176.0,1024.0
0.0,3.33,745.0,11650.0,14667.0,11129.0,1255.0,310.0
1.0,4.39,741.0,1168.0,2404.0,4118.0,1084.0,1024.0
1.0,3.67,746.0,2771.0,10871.0,6402.0,1548.0,1024.0
1.0,1.02,744.0,15408.0,18726.0,11444.0,1938.0,287.0
1.0,6.21,741.0,4116.0,5409.0,4262.0,1073.0,1024.0
0.0,5.59,745.0,2687.0,9309.0,14303.0,1390.0,464.0
0.0,1.35,747.0,7566.0,8904.0,15048.0,1915.0,337.0
0.0,4.35,747.0,11651.0,13498.0,24893.0,1575.0,606.0
1.0,6.07,745.0,4119.0,6604.0,1539.0,1136.0,1024.0
0.0,1.32,745.0,9214.0,14257.0,12039.0,795.0,332.0
1.0,1.21,747.0,9269.0,8327.0,7601.0,1790.0,556.0
0.0,2.46,745.0,9523.0,19471.0,16073.0,2153.0,363.0
1.0,3.42,747.0,6040.0,9077.0,6384.0,1189.0,1017.0
0.0,2.6,744.0,8098.0,11432.0,11882.0,814.0,393.0
0.0,4.14,744.0,12300.0,7630.0,6576.0,921.0,329.0
0.0,3.48,743.0,11458.0,9329.0,15589.0,773.0,442.0
1.0,3.31,746.0,4175.0,1105.0,7402.0,1078.0,1024.0
1.0,9.79,729.0,2029.0,1769.0,2972.0,1369.0,1024.0
0.0,1.84,744.0,7114.0,15591.0,13922.0,875.0,479.0
1.0,4.19,737.0,1573.0,2434.0,1618.0,1273.0,1024.0
0.0,4.44,749.0,4744.0,14158.0,21800.0,1017.0,913.0
1.0,2.55,741.0,1893.0,1928.0,925.0,979.0,1024.0
1.0,1.75,747.0,8749.0,6969.0,8553.0,784.0,632.0
0.0,1.59,744.0,7166.0,16673.0,20647.0,1848.0,437.0
1.0,6.19,743.0,6377.0,4434.0,9750.0,1035.0,873.0
0.0,0.96,749.0,17833.0,17514.0,11000.0,1437.0,268.0
0.0,2.98,750.0,14169.0,18252.0,6479.0,1045.0,282.0
0.0,3.43,750.0,11496.0,19131.0,6598.0,832.0,355.0
0.0,6.41,746.0,9125.0,12054.0,17190.0,1507.0,505.0
0.0,2.03,747.0,9113.0,9147.0,8659.0,1860.0,269.0
0.0,1.46,751.0,18452.0,18914.0,9371.0,1489.0,277.0
1.0,5.1,751.0,14277.0,18560.0,8155.0,882.0,384.0
0.0,3.1,747.0,10831.0,12837.0,13797.0,891.0,572.0
1.0,9.22,727.0,1112.0,1289.0,4816.0,1026.0,1025.0
0.0,2.07,747.0,13255.0,16098.0,13225.0,1547.0,313.0
0.0,5.83,745.0,8941.0,10769.0,17547.0,1409.0,485.0
1.0,6.99,747.0,6368.0,16140.0,8635.0,3055.0,1024.0
0.0,0.77,748.0,18845.0,20037.0,13661.0,3848.0,296.0
0.0,1.63,746.0,1817.0,5020.0,11776.0,2040.0,266.0
0.0,3.81,748.0,4187.0,17834.0,8127.0,1480.0,282.0
1.0,4.36,743.0,1358.0,3389.0,10279.0,961.0,829.0
1.0,6.51,746.0,3682.0,11700.0,28488.0,1074.0,816.0
0.0,1.5,746.0,9194.0,16697.0,17694.0,1700.0,432.0
0.0,1.57,747.0,19220.0,19071.0,11695.0,1073.0,284.0
0.0,2.42,748.0,9812.0,10832.0,9440.0,1299.0,275.0
0.0,0.9,744.0,13703.0,5151.0,14907.0,1596.0,323.0
1.0,1.57,744.0,12898.0,17588.0,10065.0,746.0,423.0
0.0,0.99,745.0,4624.0,11914.0,12444.0,3081.0,286.0
0.0,0.79,745.0,3761.0,19184.0,9612.0,1391.0,277.0
0.0,1.31,750.0,5142.0,16240.0,15793.0,1870.0,367.0
1.0,9.37,735.0,558.0,2638.0,2483.0,1197.0,993.0
1.0,3.63,737.0,2084.0,1589.0,2217.0,1189.0,1024.0
1.0,4.91,746.0,13640.0,19810.0,8350.0,1524.0,445.0
0.0,4.5,743.0,8823.0,3991.0,11116.0,982.0,385.0
0.0,2.55,749.0,146.0,14222.0,11043.0,1007.0,282.0
1.0,8.82,738.0,1807.0,3167.0,4956.0,1130.0,1024.0
1.0,4.07,738.0,3097.0,3742.0,3173.0,1128.0,1024.0
0.0,6.17,745.0,3642.0,15972.0,5361.0,1086.0,1024.0
1.0,6.31,748.0,2742.0,12252.0,4786.0,2550.0,1024.0
0.0,2.06,744.0,15608.0,17227.0,18604.0,3317.0,352.0
0.0,3.75,748.0,9090.0,18050.0,10225.0,1654.0,274.0
1.0,5.18,743.0,2678.0,4823.0,10025.0,900.0,628.0
0.0,4.9,750.0,16185.0,11335.0,14817.0,1866.0,426.0
0.0,1.66,747.0,4057.0,2053.0,9537.0,833.0,262.0
0.0,6.09,742.0,3748.0,10366.0,13520.0,1711.0,538.0
1.0,5.77,748.0,14081.0,16001.0,28761.0,838.0,735.0
0.0,1.05,744.0,13023.0,20188.0,11130.0,2160.0,309.0
1.0,9.92,744.0,3459.0,5256.0,3030.0,1127.0,1024.0
0.0,4.58,750.0,15518.0,17629.0,15655.0,1738.0,450.0
0.0,1.68,750.0,11968.0,4224.0,12209.0,1097.0,314.0
0.0,0.77,748.0,6003.0,14434.0,11890.0,873.0,346.0
1.0,5.74,736.0,818.0,1018.0,1659.0,1014.0,1024.0
0.0,1.03,751.0,15966.0,18073.0,8742.0,1499.0,265.0
1.0,5.36,750.0,10936.0,6801.0,8062.0,1082.0,817.0
0.0,3.84,744.0,10896.0,3319.0,9546.0,1013.0,425.0
0.0,2.74,748.0,13300.0,18154.0,7615.0,623.0,322.0
0.0,3.35,750.0,12570.0,12437.0,11795.0,963.0,647.0
0.0,2.76,748.0,9439.0,19504.0,10796.0,1005.0,334.0
0.0,3.92,745.0,7660.0,17947.0,6867.0,922.0,333.0
1.0,2.38,743.0,7872.0,14912.0,7426.0,1027.0,1024.0
1.0,5.46,745.0,3910.0,6669.0,4660.0,3550.0,1024.0
0.0,4.74,751.0,12547.0,20225.0,8916.0,1537.0,402.0
1.0,6.29,747.0,6774.0,11990.0,6800.0,1131.0,1024.0
0.0,1.97,746.0,19031.0,19651.0,10527.0,2449.0,286.0
1.0,2.67,745.0,3204.0,3280.0,5020.0,1030.0,1024.0
1.0,2.98,745.0,5465.0,16516.0,7200.0,1029.0,940.0
0.0,2.73,746.0,5113.0,9596.0,14777.0,1665.0,415.0
1.0,4.01,742.0,1491.0,2023.0,2342.0,1250.0,1024.0
0.0,1.5,750.0,17730.0,18399.0,10626.0,1239.0,296.0
0.0,5.84,744.0,4334.0,4695.0,9010.0,1016.0,947.0
1.0,1.86,735.0,1409.0,1843.0,1224.0,1086.0,992.0
1.0,6.8,743.0,2646.0,2215.0,464.0,1243.0,928.0
0.0,0.97,746.0,18469.0,18404.0,9951.0,1396.0,268.0
0.0,1.54,749.0,11631.0,19673.0,13674.0,904.0,424.0
1.0,5.55,743.0,7378.0,12993.0,3914.0,1088.0,1024.0
1.0,1.0,744.0,2094.0,17737.0,7965.0,943.0,444.0
0.0,1.38,750.0,12576.0,16565.0,9188.0,1003.0,264.0
1.0,9.11,741.0,2303.0,299.0,4970.0,1131.0,1025.0
0.0,2.94,750.0,7146.0,8176.0,9223.0,909.0,601.0
1.0,5.39,744.0,2458.0,7906.0,1580.0,1192.0,1024.0
1.0,7.22,737.0,885.0,2541.0,1056.0,1876.0,1025.0
0.0,1.42,746.0,2182.0,18459.0,13117.0,837.0,320.0
1.0,6.12,742.0,641.0,2239.0,21393.0,1094.0,916.0
1.0,4.2,739.0,3237.0,1798.0,3384.0,1013.0,1024.0
0.0,2.09,747.0,17751.0,15395.0,8038.0,1490.0,280.0
0.0,1.97,750.0,17941.0,18561.0,11363.0,796.0,414.0
0.0,7.68,745.0,3909.0,4190.0,4247.0,1130.0,1024.0
0.0,2.81,746.0,15011.0,18600.0,8956.0,1096.0,292.0
1.0,5.82,741.0,10748.0,1008.0,19450.0,851.0,579.0
1.0,1.52,746.0,8471.0,16235.0,18227.0,874.0,544.0
0.0,2.76,745.0,17577.0,19552.0,10605.0,799.0,431.0
0.0,1.12,748.0,9269.0,17274.0,9837.0,1484.0,277.0
0.0,4.44,744.0,16109.0,18105.0,13806.0,1199.0,1024.0
1.0,5.66,744.0,2549.0,2725.0,3413.0,1026.0,1024.0
0.0,4.83,750.0,4939.0,18272.0,8391.0,1518.0,399.0
0.0,2.27,744.0,6071.0,16551.0,12995.0,2008.0,298.0
1.0,9.1,727.0,1251.0,921.0,2964.0,1137.0,1024.0
1.0,3.31,747.0,7019.0,13466.0,10292.0,1255.0,841.0
1.0,7.86,740.0,1800.0,4389.0,6488.0,1198.0,1025.0
1.0,2.33,747.0,2756.0,4370.0,11872.0,730.0,771.0
1.0,5.33,746.0,793.0,3150.0,13828.0,912.0,771.0
1.0,2.72,747.0,4640.0,1471.0,11472.0,968.0,914.0
1.0,6.64,746.0,7972.0,18113.0,15254.0,884.0,459.0
0.0,0.75,745.0,18127.0,18039.0,11239.0,1999.0,274.0
1.0,3.25,750.0,9351.0,18216.0,6006.0,1780.0,385.0
1.0,9.68,722.0,1995.0,993.0,1523.0,1145.0,1025.0
1.0,6.39,746.0,7277.0,9263.0,16658.0,1030.0,853.0
0.0,2.95,749.0,12814.0,18433.0,7157.0,830.0,318.0
0.0,1.24,746.0,17268.0,17064.0,8904.0,2742.0,260.0
1.0,8.58,748.0,5691.0,6219.0,7318.0,1251.0,1024.0
0.0,0.87,750.0,19136.0,19181.0,12572.0,1747.0,287.0
0.0,1.57,748.0,14988.0,7845.0,13786.0,1429.0,323.0
0.0,6.05,747.0,1684.0,8240.0,17158.0,1597.0,548.0
1.0,1.18,748.0,11273.0,18019.0,9994.0,1041.0,278.0
0.0,0.71,743.0,3565.0,3608.0,379.0,521.0,133.0
1.0,3.86,744.0,7149.0,11910.0,28648.0,1029.0,1024.0
0.0,2.49,744.0,4256.0,17609.0,6655.0,833.0,341.0
0.0,3.97,744.0,14089.0,2556.0,6209.0,1293.0,283.0
1.0,2.58,717.0,665.0,1106.0,76.0,827.0,448.0
1.0,7.15,742.0,4959.0,6984.0,2671.0,1070.0,1024.0
0.0,4.88,745.0,9708.0,18735.0,6861.0,916.0,332.0
1.0,1.02,748.0,11375.0,16390.0,13196.0,1734.0,300.0
0.0,0.67,750.0,17152.0,17634.0,11659.0,1938.0,268.0
1.0,7.03,748.0,5760.0,8477.0,9195.0,1091.0,1024.0
0.0,0.67,750.0,16890.0,1486.0,10668.0,3653.0,279.0
1.0,6.17,744.0,95.0,17602.0,7778.0,943.0,754.0
1.0,3.19,743.0,2471.0,6317.0,5638.0,1206.0,1024.0
0.0,1.57,750.0,1513.0,19290.0,14646.0,1634.0,288.0
1.0,6.93,750.0,11929.0,10092.0,6889.0,1141.0,1024.0
0.0,3.25,750.0,12131.0,17173.0,14883.0,721.0,589.0
0.0,0.78,745.0,11937.0,7402.0,11249.0,2245.0,277.0
0.0,2.45,750.0,8836.0,17382.0,11644.0,2281.0,278.0
1.0,3.79,740.0,2422.0,1712.0,7304.0,1075.0,924.0
0.0,3.34,750.0,17289.0,20028.0,9456.0,840.0,349.0
0.0,2.59,746.0,14502.0,12246.0,12489.0,962.0,343.0
1.0,7.37,743.0,2202.0,3676.0,11014.0,1031.0,1025.0
0.0,0.83,749.0,5452.0,15534.0,12225.0,1474.0,307.0
1.0,2.65,745.0,9821.0,15107.0,6400.0,1466.0,1024.0
0.0,0.84,746.0,9185.0,14772.0,12388.0,833.0,386.0
1.0,5.04,747.0,2019.0,3895.0,1354.0,1137.0,992.0
1.0,6.59,740.0,2744.0,2561.0,1289.0,2330.0,929.0
1.0,1.1,745.0,13821.0,11527.0,14270.0,1758.0,383.0
1.0,4.12,744.0,4428.0,2864.0,6533.0,891.0,469.0
0.0,0.93,747.0,15707.0,18920.0,12118.0,2640.0,277.0
0.0,1.58,745.0,12690.0,14400.0,10918.0,2565.0,272.0
0.0,4.86,743.0,5070.0,17217.0,19281.0,891.0,447.0
0.0,0.83,744.0,2703.0,20238.0,13602.0,3620.0,308.0
1.0,3.72,748.0,10986.0,18499.0,7300.0,906.0,762.0
0.0,3.9,749.0,16851.0,14907.0,12905.0,846.0,661.0
1.0,0.65,745.0,19911.0,19179.0,10053.0,1237.0,297.0
0.0,2.16,745.0,11892.0,19304.0,13292.0,1282.0,394.0
1.0,6.03,746.0,6391.0,16885.0,12542.0,1848.0,790.0
1.0,5.39,746.0,4056.0,15244.0,12038.0,1022.0,742.0
1.0,6.07,745.0,1349.0,8602.0,4899.0,1137.0,1024.0
1.0,1.88,747.0,11075.0,8105.0,8282.0,4340.0,1024.0
0.0,3.52,748.0,8481.0,16640.0,10252.0,850.0,579.0
0.0,3.23,745.0,7570.0,17406.0,10442.0,1693.0,355.0
0.0,4.72,751.0,15316.0,14868.0,18393.0,1007.0,686.0
1.0,2.76,750.0,3600.0,8008.0,8128.0,825.0,325.0
0.0,0.98,744.0,18788.0,15693.0,13872.0,3160.0,314.0
1.0,7.83,748.0,14266.0,16670.0,16438.0,954.0,866.0
1.0,1.51,749.0,5939.0,5845.0,7270.0,832.0,435.0
0.0,3.95,750.0,18292.0,18367.0,14913.0,774.0,561.0
0.0,1.61,746.0,14779.0,5778.0,9993.0,1080.0,278.0
0.0,1.09,747.0,14184.0,8340.0,9586.0,837.0,323.0
0.0,0.39,751.0,6392.0,12207.0,10314.0,1576.0,261.0
0.0,3.91,746.0,5375.0,18714.0,14027.0,787.0,498.0
1.0,2.23,747.0,3886.0,6294.0,11294.0,1072.0,926.0
0.0,0.81,747.0,19481.0,19009.0,13309.0,1899.0,280.0
1.0,6.67,743.0,4656.0,3228.0,18731.0,1002.0,884.0
1.0,9.27,739.0,2906.0,2228.0,8267.0,1145.0,1024.0
0.0,2.05,750.0,16611.0,18149.0,8437.0,1540.0,273.0
0.0,2.55,742.0,7118.0,12165.0,14600.0,1182.0,369.0
0.0,1.46,743.0,6163.0,7868.0,8777.0,1136.0,282.0
1.0,1.66,746.0,14977.0,19887.0,7400.0,802.0,364.0
1.0,4.37,744.0,1084.0,1619.0,598.0,1126.0,928.0
0.0,5.52,743.0,4599.0,9290.0,6204.0,955.0,553.0
0.0,2.7,748.0,9548.0,11478.0,15500.0,838.0,464.0
0.0,2.27,746.0,13051.0,15704.0,12906.0,2138.0,300.0
1.0,2.09,735.0,1985.0,2543.0,857.0,1010.0,864.0
1.0,4.58,740.0,3820.0,3481.0,7226.0,1130.0,1024.0
1.0,6.21,747.0,2841.0,5709.0,2309.0,1184.0,1024.0
1.0,0.91,750.0,19667.0,18665.0,10258.0,1919.0,287.0
0.0,0.68,748.0,16688.0,16321.0,10896.0,2249.0,264.0
0.0,0.7,750.0,14797.0,11982.0,10967.0,2097.0,266.0
0.0,4.19,747.0,7693.0,11114.0,13947.0,1072.0,616.0
0.0,2.24,751.0,7923.0,17255.0,11029.0,1552.0,298.0
1.0,6.73,746.0,6885.0,9900.0,2711.0,1026.0,1024.0
0.0,0.75,751.0,18621.0,18697.0,10720.0,2625.0,272.0
0.0,3.37,748.0,12354.0,16681.0,17613.0,835.0,586.0
0.0,1.77,748.0,16585.0,18543.0,17566.0,1010.0,548.0
0.0,0.74,747.0,10178.0,18246.0,11900.0,1914.0,263.0
0.0,5.36,748.0,5806.0,13178.0,10347.0,774.0,534.0
0.0,3.37,750.0,4353.0,18805.0,10116.0,905.0,392.0
1.0,4.88,747.0,17889.0,15923.0,15656.0,970.0,945.0
0.0,1.29,745.0,13736.0,19764.0,15924.0,2711.0,343.0
1.0,9.44,724.0,5268.0,3336.0,3645.0,1194.0,1024.0
0.0,5.16,747.0,11492.0,14440.0,21439.0,1399.0,505.0
1.0,2.77,739.0,1230.0,1414.0,8136.0,1036.0,1024.0
1.0,4.5,740.0,3569.0,6628.0,5276.0,1191.0,1024.0
1.0,7.45,742.0,2777.0,8208.0,10979.0,1024.0,1024.0
1.0,9.05,749.0,1205.0,6421.0,15872.0,1196.0,1025.0
0.0,2.43,750.0,19320.0,20164.0,17565.0,1891.0,432.0
0.0,0.25,747.0,1763.0,17962.0,10123.0,1446.0,274.0
0.0,1.24,748.0,18121.0,17235.0,11133.0,1142.0,301.0
0.0,3.52,744.0,11447.0,17569.0,11136.0,772.0,478.0
0.0,1.46,750.0,9661.0,16679.0,14007.0,2409.0,310.0
0.0,4.83,748.0,7206.0,7396.0,7969.0,829.0,444.0
0.0,5.96,740.0,2285.0,2148.0,5937.0,1079.0,1024.0
0.0,3.06,746.0,5319.0,19083.0,8017.0,874.0,389.0
1.0,3.4,743.0,6624.0,4881.0,5748.0,1029.0,1024.0
1.0,2.78,743.0,6103.0,2226.0,7300.0,974.0,1024.0
0.0,3.13,744.0,7477.0,18213.0,13070.0,843.0,384.0
1.0,6.1,746.0,5371.0,5380.0,1418.0,4270.0,1024.0
1.0,1.28,749.0,2175.0,16811.0,10982.0,2282.0,267.0
1.0,5.75,744.0,13680.0,13580.0,21353.0,732.0,635.0
1.0,6.19,733.0,3780.0,3278.0,1321.0,1505.0,1025.0
0.0,1.11,744.0,16655.0,16736.0,8877.0,1091.0,266.0
0.0,3.18,746.0,10557.0,17510.0,10486.0,2830.0,293.0
1.0,0.94,747.0,10015.0,17448.0,5618.0,891.0,275.0
0.0,1.36,747.0,6126.0,17243.0,11770.0,1326.0,319.0
0.0,1.43,748.0,2591.0,14947.0,15465.0,1990.0,385.0
0.0,2.93,750.0,18309.0,15979.0,18301.0,955.0,466.0
1.0,5.69,745.0,5640.0,2483.0,23251.0,1132.0,491.0
0.0,1.42,746.0,19422.0,19750.0,10969.0,1548.0,294.0
0.0,3.37,744.0,15613.0,15049.0,12391.0,878.0,364.0
0.0,1.55,745.0,14752.0,15734.0,12818.0,1056.0,289.0
1.0,1.3,744.0,16590.0,17563.0,8474.0,1726.0,259.0
1.0,4.71,748.0,9685.0,17214.0,5708.0,1456.0,346.0
0.0,3.0,749.0,4305.0,6318.0,13383.0,946.0,744.0
0.0,1.29,748.0,3353.0,15536.0,14968.0,1273.0,326.0
1.0,6.06,743.0,6255.0,7986.0,4365.0,1134.0,1024.0
1.0,5.85,746.0,5623.0,4037.0,1336.0,1087.0,1024.0
0.0,0.74,745.0,9213.0,2337.0,11918.0,836.0,342.0
0.0,0.35,745.0,5450.0,16973.0,10419.0,1994.0,261.0
1.0,3.55,747.0,88.0,17091.0,8546.0,721.0,382.0
0.0,2.62,744.0,8502.0,17550.0,12267.0,1747.0,286.0
0.0,4.02,748.0,6402.0,10838.0,10404.0,1826.0,298.0
0.0,2.62,747.0,2555.0,10717.0,14552.0,997.0,423.0
1.0,7.29,742.0,2711.0,2351.0,9255.0,930.0,349.0
1.0,7.46,745.0,140.0,15428.0,6522.0,1130.0,1024.0
1.0,7.53,749.0,17718.0,19302.0,18833.0,1589.0,406.0
1.0,4.87,749.0,8919.0,8271.0,4755.0,1252.0,1024.0
1.0,3.19,740.0,2541.0,3898.0,3720.0,1303.0,1024.0
0.0,1.05,748.0,17014.0,12368.0,11007.0,1343.0,278.0
0.0,0.79,745.0,17782.0,17850.0,12849.0,3372.0,264.0
0.0,2.0,751.0,12196.0,17683.0,11412.0,1163.0,294.0
0.0,4.09,745.0,65.0,17157.0,7832.0,653.0,384.0
0.0,2.75,747.0,9849.0,17950.0,7321.0,1050.0,326.0
0.0,1.82,744.0,17376.0,16192.0,9401.0,1353.0,260.0
1.0,6.81,746.0,8459.0,2941.0,19572.0,686.0,497.0
0.0,1.45,750.0,5553.0,16410.0,18330.0,2454.0,368.0
0.0,0.39,749.0,16559.0,1117.0,10627.0,1131.0,271.0
1.0,3.82,750.0,1864.0,5951.0,2406.0,1139.0,1024.0
0.0,2.35,745.0,8335.0,13806.0,17198.0,2048.0,369.0
1.0,3.66,742.0,9246.0,10171.0,8674.0,1149.0,1024.0
0.0,1.37,749.0,16567.0,18295.0,14064.0,1106.0,323.0
0.0,3.85,744.0,5709.0,7747.0,13842.0,1639.0,406.0
0.0,5.07,747.0,13699.0,15173.0,11212.0,890.0,496.0
0.0,6.3,745.0,9331.0,17283.0,7153.0,1202.0,1024.0
0.0,3.88,751.0,11855.0,17627.0,9096.0,1371.0,387.0
1.0,5.6,733.0,2937.0,3815.0,2224.0,1144.0,1024.0
1.0,1.23,744.0,6183.0,19897.0,15545.0,2363.0,504.0
0.0,6.63,747.0,9048.0,11870.0,9943.0,842.0,672.0
1.0,6.99,745.0,431.0,5188.0,13652.0,1309.0,793.0
0.0,0.91,748.0,8090.0,9395.0,13041.0,3127.0,314.0
1.0,10.24,743.0,2076.0,1873.0,1071.0,911.0,800.0
1.0,8.92,732.0,2779.0,2215.0,3502.0,1081.0,1025.0
0.0,1.1,749.0,18171.0,19763.0,12292.0,1772.0,297.0
1.0,1.63,750.0,3755.0,13123.0,12513.0,839.0,474.0
1.0,7.44,733.0,827.0,1349.0,6828.0,1239.0,1024.0
0.0,4.91,751.0,13879.0,16972.0,7183.0,835.0,647.0
0.0,1.34,748.0,11530.0,5383.0,9563.0,804.0,365.0
0.0,2.6,746.0,17561.0,9856.0,11503.0,838.0,370.0
0.0,3.99,747.0,4404.0,10013.0,11469.0,1427.0,419.0
1.0,8.86,749.0,5736.0,7790.0,1239.0,1259.0,1025.0
1.0,9.15,731.0,1939.0,1813.0,3274.0,1247.0,1025.0
0.0,0.86,749.0,14069.0,17591.0,12432.0,2147.0,270.0
0.0,2.59,750.0,16626.0,18365.0,11259.0,1218.0,285.0
1.0,4.97,741.0,1987.0,4517.0,17746.0,1009.0,852.0
1.0,3.7,739.0,1778.0,2560.0,12368.0,1246.0,1024.0
1.0,2.36,747.0,16060.0,15445.0,15407.0,824.0,436.0
